"","Personnel.Number","Gender","Hire.Date","Exit.Date","Exit.Reason","Cost.Center","Employee.Group","Employee.Subgroup","Location.Code","Employment.Days","Currently.Employed","Lasted.6.Months","Lasted.1.Year","Lasted.2.Years","Lasted.3.Years","Lasted.4.Years","Lasted.5.Years"
"183","60000427","Male",2016-05-09,NA,NA,"1862177","Employee","Hourly","1006",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"184","60000431","Female",2016-05-09,NA,NA,"1862177","Employee","Hourly","1006",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"185","60000433","Male",2016-04-11,NA,NA,"1862177","Employee","Hourly","1006",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"186","60000437","Male",2016-02-01,NA,NA,"214-K057","Employee","Salary Grade Less 12","1023",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"187","60000438","Male",2016-02-08,NA,NA,"80650","Employee","Hourly","1047",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"188","60000439","Male",2016-02-01,NA,NA,"2264333","Employee","Salary Grade Less 12","1062",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"189","60000442","Female",2016-11-07,NA,NA,"2301202050","Employee","Hourly","1008",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"190","60000443","Female",2016-10-03,NA,NA,"2301202050","Employee","Hourly","1008",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"191","60000463","Male",2016-01-25,NA,NA,"161515","Employee","Salary Grade Less 12","1011",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"192","60000465","Male",2016-01-25,NA,NA,"80680","Employee","Hourly","1047",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"193","60000467","Male",2016-02-01,NA,NA,"SW-8121","Employee","Executive","1076",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"194","60000468","Male",2016-02-01,NA,NA,"164473","Employee","Salary Grade Less 12","1062",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"195","60000469","Male",2016-01-21,NA,NA,"SW-8121","Employee","Executive","1076",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"196","60000471","Male",2016-02-03,NA,NA,"1862177","Employee","Salary Grade 12","1006",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"197","60000472","Male",2016-01-25,NA,NA,"80675","Employee","Hourly","1047",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"198","60000473","Female",2016-02-08,NA,NA,"80680","Employee","Hourly","1047",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"199","60000474","Male",2016-01-25,NA,NA,"70610","Employee","Hourly","1047",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"200","60000475","Female",2016-07-05,NA,NA,"57-6447","Employee","Salary Grade Less 12","1009",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"201","60000478","Male",2016-01-25,NA,NA,"71020","Employee","Nonexempt","1047",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"202","60000480","Female",2016-02-01,NA,NA,"54-1202","Employee","Hourly","1015",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"203","60000481","Male",2016-02-01,NA,NA,"54-1202","Employee","Hourly","1015",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"204","60000482","Male",2016-02-01,NA,NA,"54-4362","Employee","Hourly","1015",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"205","60000483","Male",2016-02-01,NA,NA,"54-1202","Employee","Hourly","1015",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"206","60000485","Male",2016-02-08,NA,NA,"99190","Employee","Salary Grade Less 12","0703",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"207","60000486","Male",2016-02-08,NA,NA,"99190","Employee","Salary Grade Less 12","0703",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"208","60000487","Male",2016-02-08,NA,NA,"70620","Employee","Hourly","1047",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"209","60000488","Female",2013-01-31,NA,NA,"54-0942","Employee","Nonexempt","1015",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"210","60000495","Male",2016-02-01,NA,NA,"205-I817","Employee","Salary Grade Less 12","1018",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"211","60000497","Male",2001-01-01,NA,NA,"764200","Inpatriate","Salary Grade 12","1062",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"212","60000499","Male",2016-02-08,NA,NA,"71130","Employee","Nonexempt","1047",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"213","60000500","Male",2016-02-08,NA,NA,"70810","Employee","Salary Grade Less 12","1047",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"214","60000505","Male",2016-02-01,NA,NA,"205-B881","Employee","Salary Grade Less 12","1032",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"215","60000506","Male",2001-02-21,NA,NA,"12730","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"216","60000520","Male",2016-02-08,NA,NA,"70620","Employee","Hourly","1047",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"217","60000522","Male",2016-02-08,NA,NA,"80660","Employee","Hourly","1047",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"218","60000524","Male",2016-02-08,NA,NA,"205-B879","Employee","Salary Grade Less 12","1032",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"219","60000525","Male",2016-02-08,NA,NA,"205-J117","Employee","Salary Grade Less 12","1019",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"220","60000526","Male",2016-02-08,NA,NA,"164473","Employee","Salary Grade Less 12","1062",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"221","60000527","Male",2016-02-08,NA,NA,"205-A929","Employee","Salary Grade Less 12","1018",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"222","60000529","Male",2016-02-08,NA,NA,"70630","Employee","Hourly","1047",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"223","60000530","Male",2016-01-25,NA,NA,"11000","Employee","Hourly","1052",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"224","60000533","Male",2016-02-08,NA,NA,"70610","Employee","Hourly","1047",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"225","60000534","Male",2003-12-26,NA,NA,"12730","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"226","60000535","Male",2016-02-08,NA,NA,"70620","Employee","Hourly","1047",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"227","60000538","Female",2016-02-08,NA,NA,"70620","Employee","Hourly","1047",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"228","60000539","Male",2016-02-08,NA,NA,"98006","Employee","Salary Grade Less 12","1033",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"229","60000540","Male",2016-02-08,NA,NA,"57-8023","Expatriate","Executive","1009",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"230","60000541","Male",2016-02-01,NA,NA,"99564","Employee","Salary Grade Less 12","1060",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"231","60000543","Male",2016-02-02,NA,NA,"80670","Employee","Hourly","1047",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"232","60000544","Male",2016-02-01,NA,NA,"98008","Employee","Salary Grade 12","1044",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"233","60000545","Male",2016-02-01,NA,NA,"101-2461","Employee","Salary Grade Less 12","0701",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"234","60000547","Male",2016-08-29,NA,NA,"18390","Employee","Hourly","1003",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"235","60000553","Male",2016-02-08,NA,NA,"70620","Employee","Hourly","1047",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"236","60000556","Male",2016-02-15,NA,NA,"3162177","Employee","Salary Grade Less 12","1006",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"237","60000562","Male",2016-02-08,NA,NA,"80660","Employee","Hourly","1047",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"238","60000563","Male",2001-12-02,NA,NA,"57-4209","Employee","Executive","1009",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"239","60000564","Female",2016-02-15,NA,NA,"99614","Employee","Salary Grade Less 12","1070",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"240","60000565","Female",2016-02-12,NA,NA,"214-966","Employee","Hourly","1023",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"241","60000566","Male",2016-02-15,NA,NA,"864720","Employee","Salary Grade Less 12","1062",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"242","60000567","Male",2016-02-22,NA,NA,"70610","Employee","Hourly","1047",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"243","60000581","Male",2016-02-08,NA,NA,"80670","Employee","Hourly","1047",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"244","60000584","Male",2016-08-22,NA,NA,"12730","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"245","60000586","Female",2016-05-09,NA,NA,"12250","Employee","Nonexempt","1002",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"246","60000588","Male",2016-08-08,NA,NA,"22060","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"247","60000590","Male",2016-05-09,NA,NA,"22060","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"248","60000594","Male",2016-06-06,NA,NA,"12030","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"249","60000610","Male",2016-10-31,NA,NA,"12270","Employee","Nonexempt","1002",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"250","60000614","Male",2016-06-06,NA,NA,"22060","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"251","60000616","Male",2016-07-25,NA,NA,"12030","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"252","60000617","Male",2016-07-11,NA,NA,"12030","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"253","60000625","Male",2016-10-31,NA,NA,"10075","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"254","60000628","Male",2016-05-19,NA,NA,"1862177","Employee","Hourly","1006",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"255","60000635","Male",2016-02-15,NA,NA,"205-B883","Employee","Salary Grade Less 12","1032",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"256","60000636","Male",2016-02-15,NA,NA,"205-B994","Employee","Salary Grade Less 12","1032",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"257","60000638","Male",2016-06-06,NA,NA,"12170","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"258","60000639","Male",2016-06-06,NA,NA,"12170","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"259","60000641","Female",2016-06-06,NA,NA,"22200","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"260","60000642","Male",2016-05-09,NA,NA,"22200","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"261","60000643","Male",2016-08-08,NA,NA,"12050","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"262","60000644","Male",2016-09-26,NA,NA,"22080","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"263","60000646","Female",2016-02-15,NA,NA,"564700","Employee","Salary Grade Less 12","1062",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"264","60000650","Male",2016-02-15,NA,NA,"57-3402","Employee","Salary Grade Less 12","1009",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"265","60000651","Male",2016-02-15,NA,NA,"57-9029","Employee","Salary Grade 12","1009",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"266","60000653","Male",2016-04-22,NA,NA,"99937","Employee","Nonexempt","1035",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"267","60000655","Male",2016-03-07,NA,NA,"80650","Employee","Salary Grade Less 12","1047",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"268","60000656","Male",2016-02-22,NA,NA,"80670","Employee","Salary Grade Less 12","1047",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"269","60000657","Male",2016-02-08,NA,NA,"70630","Employee","Hourly","1047",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"270","60000659","Female",2016-02-15,NA,NA,"2301203070","Employee","Hourly","1008",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"271","60000692","Female",2016-12-01,NA,NA,"54-1202","Employee","Hourly","1015",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"272","60000711","Male",2016-08-30,NA,NA,"54-3000","Employee","Hourly","1015",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"273","60000715","Male",2017-03-16,NA,NA,"54-1202","Employee","Hourly","1015",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"274","60000725","Male",2016-02-18,NA,NA,"214-967","Employee","Hourly","1023",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"275","60000726","Male",2016-02-18,NA,NA,"214-K058","Employee","Hourly","1023",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"276","60000727","Male",2016-02-18,NA,NA,"214-K058","Employee","Hourly","1023",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"277","60000728","Male",2016-02-18,NA,NA,"214-K073","Employee","Hourly","1023",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"278","60000730","Female",2015-03-19,NA,NA,"54-1202","Employee","Hourly","1015",NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA
"279","60000734","Male",2016-02-15,NA,NA,"54-1202","Employee","Hourly","1015",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"280","60000736","Male",2016-02-15,NA,NA,"22060","Employee","Nonexempt","1002",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"281","60000737","Male",2016-02-15,NA,NA,"1862177","Employee","Nonexempt","1006",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"282","60000739","Male",2011-05-15,NA,NA,"22080","Employee","Nonexempt","1002",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"283","60000740","Male",2016-02-15,NA,NA,"12160","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"284","60000741","Male",2016-02-19,NA,NA,"214-K072","Employee","Hourly","1023",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"285","60000742","Male",2016-02-19,NA,NA,"214-K066","Employee","Hourly","1023",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"286","60000742","Male",2016-02-19,NA,NA,"214-K066","Employee","Hourly","1023",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"287","60000749","Male",2016-09-12,NA,NA,"12170","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"288","60000752","Male",2016-02-19,NA,NA,"214-K057","Employee","Hourly","1023",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"289","60000755","Male",2016-02-08,NA,NA,"71040","Employee","Hourly","1047",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"290","60000756","Male",2016-02-08,NA,NA,"80650","Employee","Hourly","1047",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"291","60000757","Male",2016-02-19,NA,NA,"1862398","Employee","Salary Grade Less 12","1006",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"292","60000758","Male",2016-02-22,NA,NA,"71040","Employee","Hourly","1047",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"293","60000759","Male",2016-02-22,NA,NA,"80670","Employee","Hourly","1047",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"294","60000760","Male",2016-02-22,NA,NA,"70630","Employee","Hourly","1047",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"295","60000768","Female",2016-09-26,NA,NA,"2301208130","Employee","Hourly","1008",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"296","60000774","Male",2016-02-22,NA,NA,"80660","Employee","Hourly","1047",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"297","60000775","Male",2016-02-22,NA,NA,"70220","Employee","Salary Grade Less 12","1047",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"298","60000776","Male",2016-02-22,NA,NA,"70610","Employee","Hourly","1047",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"299","60000777","Male",2016-02-22,NA,NA,"70630","Employee","Hourly","1047",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"300","60000778","Male",2016-02-22,NA,NA,"80660","Employee","Hourly","1047",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"301","60000786","Female",2016-05-19,NA,NA,"1862177","Employee","Hourly","1006",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"302","60000789","Male",2016-02-22,NA,NA,"71190","Employee","Nonexempt","1047",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"303","60000791","Male",2016-04-11,NA,NA,"1862177","Employee","Hourly","1006",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"304","60000796","Male",2016-02-29,NA,NA,"99633","Employee","Salary Grade 12","1060",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"305","60000803","Male",2016-02-22,NA,NA,"205-J113","Employee","Nonexempt","1019",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"306","60000804","Female",2016-02-22,NA,NA,"70630","Employee","Salary Grade Less 12","1047",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"307","60000806","Female",2016-02-22,NA,NA,"70610","Employee","Hourly","1047",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"308","60000807","Male",2007-09-09,NA,NA,"99633","Employee","Salary Grade Less 12","1060",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"309","60000808","Female",2016-02-15,NA,NA,"860801200","Employee","Hourly","1049",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"310","60000809","Male",2016-07-25,NA,NA,"12030","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"311","60000814","Male",2016-02-22,NA,NA,"71020","Employee","Hourly","1047",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"312","60000815","Male",2016-02-22,NA,NA,"70630","Employee","Hourly","1047",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"313","60000816","Female",2016-02-22,NA,NA,"57-8011","Employee","Salary Grade Less 12","1009",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"314","60000817","Male",2016-02-22,NA,NA,"57-6416","Employee","Salary Grade Less 12","1009",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"315","60000818","Male",2011-11-01,NA,NA,"860101472","Inpatriate","Salary Grade 12","1050",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"316","60000821","Male",2016-02-22,NA,NA,"80670","Employee","Hourly","1047",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"317","60000822","Male",2016-02-22,NA,NA,"80670","Employee","Hourly","1047",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"318","60000823","Female",2016-02-22,NA,NA,"70610","Employee","Hourly","1047",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"319","60000832","Female",2017-03-16,NA,NA,"54-1202","Employee","Hourly","1015",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"320","60000836","Male",2016-07-25,NA,NA,"12030","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"321","60000838","Male",2016-07-11,NA,NA,"12180","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"322","60000855","Male",2016-02-24,NA,NA,"214-K057","Employee","Hourly","1023",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"323","60000856","Male",2016-02-24,NA,NA,"214-K066","Employee","Hourly","1023",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"324","60000858","Male",2016-02-24,NA,NA,"214-K058","Employee","Hourly","1023",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"325","60000862","Male",2016-02-22,NA,NA,"71040","Employee","Hourly","1047",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"326","60000874","Female",2016-02-25,NA,NA,"214-K057","Employee","Hourly","1023",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"327","60000876","Male",2016-03-29,NA,NA,"214-K063","Employee","Hourly","1023",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"328","60000896","Male",2016-06-06,NA,NA,"12570","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"329","60000900","Male",2016-03-07,NA,NA,"70700","Employee","Salary Grade Less 12","1047",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"330","60000928","Female",2016-02-29,NA,NA,"1764463","Employee","Salary Grade Less 12","1062",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"331","60000930","Male",2016-02-29,NA,NA,"205-B861","Employee","Salary Grade Less 12","1032",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"332","60000931","Male",2016-02-29,NA,NA,"205-B980","Employee","Executive","1032",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"333","60000932","Male",2016-02-29,NA,NA,"57-6416","Employee","Salary Grade Less 12","1009",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"334","60000937","Female",2016-06-21,NA,NA,"54-1202","Employee","Hourly","1015",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"335","60000948","Male",2016-08-30,NA,NA,"54-1202","Employee","Hourly","1015",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"336","60000949","Female",2016-08-30,NA,NA,"54-1202","Employee","Hourly","1015",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"337","60000959","Male",2017-03-17,NA,NA,"54-1202","Employee","Hourly","1015",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"338","60000961","Male",2016-02-29,NA,NA,"99273","Employee","Salary Grade Less 12","1107",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"339","60000962","Male",2016-02-29,NA,NA,"54-0942","Employee","Nonexempt","1015",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"340","60000966","Male",2016-03-07,NA,NA,"80660","Employee","Hourly","1047",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"341","60000967","Male",2016-02-29,NA,NA,"99161","Employee","Salary Grade Less 12","1105",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"342","60000973","Male",2016-03-04,NA,NA,"214-941","Employee","Hourly","1023",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"343","60000973","Male",2016-03-04,NA,NA,"214-941","Employee","Hourly","1023",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"344","60000977","Male",2016-03-07,NA,NA,"71130","Employee","Salary Grade Less 12","1047",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"345","60000978","Male",2016-03-07,NA,NA,"80640","Employee","Hourly","1047",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"346","60000979","Male",2007-05-31,NA,NA,"99689","Inpatriate","Salary Grade Less 12","1106",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"347","60000980","Male",2004-08-01,NA,NA,"219-Q007","Inpatriate","Salary Grade Less 12","1043",NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"348","60000982","Male",2016-03-07,NA,NA,"99155","Employee","Salary Grade Less 12","1105",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"349","60000984","Female",2016-03-07,NA,NA,"205-B970","Employee","Salary Grade Less 12","1032",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"350","60000985","Male",2016-03-07,NA,NA,"9764401","Employee","Nonexempt","1062",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"351","60000988","Male",2016-06-06,NA,NA,"12240","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"352","60000992","Male",2016-03-07,NA,NA,"54-3022","Employee","Nonexempt","1015",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"353","60000993","Male",2016-03-07,NA,NA,"205-A929","Employee","Salary Grade Less 12","1018",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"354","60000994","Female",2016-03-07,NA,NA,"12800","Employee","Salary Grade Less 12","1002",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"355","60000995","Male",2016-03-07,NA,NA,"164455","Employee","Salary Grade Less 12","1062",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"356","60000997","Male",2016-08-15,NA,NA,"1862177","Employee","Hourly","1006",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"357","60001005","Male",2016-04-11,NA,NA,"1862177","Employee","Hourly","1006",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"358","60001008","Female",2016-06-08,NA,NA,"1862177","Employee","Hourly","1006",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"359","60001011","Male",2016-06-07,NA,NA,"1862177","Employee","Hourly","1006",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"360","60001024","Male",2016-03-07,NA,NA,"205-B994","Employee","Salary Grade Less 12","1032",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"361","60001032","Male",2016-08-15,NA,NA,"1862177","Employee","Hourly","1006",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"362","60001044","Male",2016-02-29,NA,NA,"99159","Employee","Salary Grade Less 12","1105",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"363","60001045","Male",2016-03-02,NA,NA,"98008","Employee","Salary Grade Less 12","1044",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"364","60001047","Male",2016-10-17,NA,NA,"10075","Employee","Hourly","1002",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"365","60001050","Male",2016-03-07,NA,NA,"98002","Employee","Salary Grade Less 12","1094",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"366","60001051","Male",2016-02-29,NA,NA,"SW-6000","Employee","Salary Grade 12","1076",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"367","60001053","Male",2016-09-12,NA,NA,"2301202050","Employee","Nonexempt","1008",NA,TRUE,TRUE,TRUE,NA,NA,NA,NA
"368","60001055","Male",2016-03-07,NA,NA,"70610","Employee","Hourly","1047",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"369","60001056","Male",2016-03-07,NA,NA,"98008","Employee","Salary Grade Less 12","1044",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
"370","60001058","Male",2016-03-07,NA,NA,"70630","Employee","Hourly","1047",NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA
